PassengerId,Pclass,Age,SibSp,Parch,Fare,male,Q,S,Predicted
966.0,1.0,35.0,0.0,0.0,211.5,0.0,0.0,0.0,1.0
967.0,1.0,32.5,0.0,0.0,211.5,1.0,0.0,0.0,1.0
968.0,3.0,24.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0
969.0,1.0,55.0,2.0,0.0,25.7,0.0,0.0,1.0,1.0
970.0,2.0,30.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
971.0,3.0,24.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0
972.0,3.0,6.0,1.0,1.0,15.2458,1.0,0.0,0.0,1.0
973.0,1.0,67.0,1.0,0.0,221.7792,1.0,0.0,1.0,0.0
974.0,1.0,49.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0
975.0,3.0,24.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0
976.0,2.0,29.0,0.0,0.0,10.7083,1.0,1.0,0.0,0.0
977.0,3.0,24.0,1.0,0.0,14.4542,1.0,0.0,0.0,0.0
978.0,3.0,27.0,0.0,0.0,7.8792,0.0,1.0,0.0,1.0
979.0,3.0,18.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0
980.0,3.0,24.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0
981.0,2.0,2.0,1.0,1.0,23.0,1.0,0.0,1.0,1.0
982.0,3.0,22.0,1.0,0.0,13.9,0.0,0.0,1.0,0.0
983.0,3.0,24.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0
984.0,1.0,27.0,1.0,2.0,52.0,0.0,0.0,1.0,1.0
985.0,3.0,24.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0
986.0,1.0,25.0,0.0,0.0,26.0,1.0,0.0,0.0,1.0
987.0,3.0,25.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0
988.0,1.0,76.0,1.0,0.0,78.85,0.0,0.0,1.0,1.0
989.0,3.0,29.0,0.0,0.0,7.925,1.0,0.0,1.0,0.0
990.0,3.0,20.0,0.0,0.0,7.8542,0.0,0.0,1.0,1.0
991.0,3.0,33.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0
992.0,1.0,43.0,1.0,0.0,55.4417,0.0,0.0,0.0,1.0
993.0,2.0,27.0,1.0,0.0,26.0,1.0,0.0,1.0,0.0
994.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0
995.0,3.0,26.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0
996.0,3.0,16.0,1.0,1.0,8.5167,0.0,0.0,0.0,0.0
997.0,3.0,28.0,0.0,0.0,22.525,1.0,0.0,1.0,0.0
998.0,3.0,21.0,0.0,0.0,7.8208,1.0,1.0,0.0,0.0
999.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0
1000.0,3.0,24.0,0.0,0.0,8.7125,1.0,0.0,1.0,0.0
1001.0,2.0,18.5,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1002.0,2.0,41.0,0.0,0.0,15.0458,1.0,0.0,0.0,0.0
1003.0,3.0,24.0,0.0,0.0,7.7792,0.0,1.0,0.0,1.0
1004.0,1.0,36.0,0.0,0.0,31.6792,0.0,0.0,0.0,1.0
1005.0,3.0,18.5,0.0,0.0,7.2833,0.0,1.0,0.0,1.0
1006.0,1.0,63.0,1.0,0.0,221.7792,0.0,0.0,1.0,1.0
1007.0,3.0,18.0,1.0,0.0,14.4542,1.0,0.0,0.0,0.0
1008.0,3.0,24.0,0.0,0.0,6.4375,1.0,0.0,0.0,0.0
1009.0,3.0,1.0,1.0,1.0,16.7,0.0,0.0,1.0,1.0
1010.0,1.0,36.0,0.0,0.0,75.2417,1.0,0.0,0.0,1.0
1011.0,2.0,29.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0
1012.0,2.0,12.0,0.0,0.0,15.75,0.0,0.0,1.0,1.0
1013.0,3.0,24.0,1.0,0.0,7.75,1.0,1.0,0.0,0.0
1014.0,1.0,35.0,1.0,0.0,57.75,0.0,0.0,0.0,1.0
1015.0,3.0,28.0,0.0,0.0,7.25,1.0,0.0,1.0,0.0
1016.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0
1017.0,3.0,17.0,0.0,1.0,16.1,0.0,0.0,1.0,0.0
1018.0,3.0,22.0,0.0,0.0,7.7958,1.0,0.0,1.0,0.0
1019.0,3.0,24.0,2.0,0.0,23.25,0.0,1.0,0.0,0.0
1020.0,2.0,42.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1021.0,3.0,24.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0
1022.0,3.0,32.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0
1023.0,1.0,53.0,0.0,0.0,28.5,1.0,0.0,0.0,1.0
1024.0,3.0,24.0,0.0,4.0,25.4667,0.0,0.0,1.0,0.0
1025.0,3.0,24.0,1.0,0.0,6.4375,1.0,0.0,0.0,0.0
1026.0,3.0,43.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0
1027.0,3.0,24.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0
1028.0,3.0,26.5,0.0,0.0,7.225,1.0,0.0,0.0,0.0
1029.0,2.0,26.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1030.0,3.0,23.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0
1031.0,3.0,40.0,1.0,6.0,46.9,1.0,0.0,1.0,0.0
1032.0,3.0,10.0,5.0,2.0,46.9,0.0,0.0,1.0,0.0
1033.0,1.0,33.0,0.0,0.0,151.55,0.0,0.0,1.0,1.0
1034.0,1.0,61.0,1.0,3.0,262.375,1.0,0.0,0.0,0.0
1035.0,2.0,28.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0
1036.0,1.0,42.0,0.0,0.0,26.55,1.0,0.0,1.0,1.0
1037.0,3.0,31.0,3.0,0.0,18.0,1.0,0.0,1.0,0.0
1038.0,1.0,41.0,0.0,0.0,51.8625,1.0,0.0,1.0,1.0
1039.0,3.0,22.0,0.0,0.0,8.05,1.0,0.0,1.0,0.0
1040.0,1.0,41.0,0.0,0.0,26.55,1.0,0.0,1.0,1.0
1041.0,2.0,30.0,1.0,1.0,26.0,1.0,0.0,1.0,0.0
1042.0,1.0,23.0,0.0,1.0,83.1583,0.0,0.0,0.0,1.0
1043.0,3.0,24.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0
,,,,,,,,,0.0
1045.0,3.0,36.0,0.0,2.0,12.1833,0.0,0.0,1.0,0.0
1046.0,3.0,13.0,4.0,2.0,31.3875,1.0,0.0,1.0,0.0
1047.0,3.0,24.0,0.0,0.0,7.55,1.0,0.0,1.0,1.0
1048.0,1.0,29.0,0.0,0.0,221.7792,0.0,0.0,1.0,1.0
1049.0,3.0,23.0,0.0,0.0,7.8542,0.0,0.0,1.0,1.0
1050.0,1.0,42.0,0.0,0.0,26.55,1.0,0.0,1.0,0.0
1051.0,3.0,26.0,0.0,2.0,13.775,0.0,0.0,1.0,1.0
1052.0,3.0,24.0,0.0,0.0,7.7333,0.0,1.0,0.0,1.0
1053.0,3.0,7.0,1.0,1.0,15.2458,1.0,0.0,0.0,1.0
1054.0,2.0,26.0,0.0,0.0,13.5,0.0,0.0,1.0,0.0
1055.0,3.0,24.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0
1056.0,2.0,41.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1057.0,3.0,26.0,1.0,1.0,22.025,0.0,0.0,1.0,1.0
1058.0,1.0,48.0,0.0,0.0,50.4958,1.0,0.0,0.0,0.0
1059.0,3.0,18.0,2.0,2.0,34.375,1.0,0.0,1.0,1.0
1060.0,1.0,41.0,0.0,0.0,27.7208,0.0,0.0,0.0,0.0
1061.0,3.0,22.0,0.0,0.0,8.9625,0.0,0.0,1.0,0.0
1062.0,3.0,24.0,0.0,0.0,7.55,1.0,0.0,1.0,0.0
1063.0,3.0,27.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0
1064.0,3.0,23.0,1.0,0.0,13.9,1.0,0.0,1.0,0.0
1065.0,3.0,24.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0
1066.0,3.0,40.0,1.0,5.0,31.3875,1.0,0.0,1.0,1.0
1067.0,2.0,15.0,0.0,2.0,39.0,0.0,0.0,1.0,1.0
1068.0,2.0,20.0,0.0,0.0,36.75,0.0,0.0,1.0,1.0
1069.0,1.0,54.0,1.0,0.0,55.4417,1.0,0.0,0.0,1.0
1070.0,2.0,36.0,0.0,3.0,39.0,0.0,0.0,1.0,1.0
1071.0,1.0,64.0,0.0,2.0,83.1583,0.0,0.0,0.0,0.0
1072.0,2.0,30.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0
1073.0,1.0,37.0,1.0,1.0,83.1583,1.0,0.0,0.0,1.0
1074.0,1.0,18.0,1.0,0.0,53.1,0.0,0.0,1.0,0.0
1075.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,1.0
1076.0,1.0,27.0,1.0,1.0,247.5208,0.0,0.0,0.0,0.0
1077.0,2.0,40.0,0.0,0.0,16.0,1.0,0.0,1.0,1.0
1078.0,2.0,21.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0
1079.0,3.0,17.0,2.0,0.0,8.05,1.0,0.0,1.0,0.0
1080.0,3.0,24.0,8.0,2.0,69.55,0.0,0.0,1.0,0.0
1081.0,2.0,40.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1082.0,2.0,34.0,1.0,0.0,26.0,1.0,0.0,1.0,1.0
1083.0,1.0,41.0,0.0,0.0,26.0,1.0,0.0,1.0,1.0
1084.0,3.0,11.5,1.0,1.0,14.5,1.0,0.0,1.0,0.0
1085.0,2.0,61.0,0.0,0.0,12.35,1.0,1.0,0.0,1.0
1086.0,2.0,8.0,0.0,2.0,32.5,1.0,0.0,1.0,0.0
1087.0,3.0,33.0,0.0,0.0,7.8542,1.0,0.0,1.0,1.0
1088.0,1.0,6.0,0.0,2.0,134.5,1.0,0.0,0.0,1.0
1089.0,3.0,18.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0
1090.0,2.0,23.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0
1091.0,3.0,24.0,0.0,0.0,8.1125,0.0,0.0,1.0,0.0
1092.0,3.0,24.0,0.0,0.0,15.5,0.0,1.0,0.0,1.0
1093.0,3.0,0.33,0.0,2.0,14.4,1.0,0.0,1.0,1.0
1094.0,1.0,47.0,1.0,0.0,227.525,1.0,0.0,0.0,1.0
1095.0,2.0,8.0,1.0,1.0,26.0,0.0,0.0,1.0,0.0
1096.0,2.0,25.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0
1097.0,1.0,41.0,0.0,0.0,25.7417,1.0,0.0,0.0,1.0
1098.0,3.0,35.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0
1099.0,2.0,24.0,0.0,0.0,10.5,1.0,0.0,1.0,1.0
1100.0,1.0,33.0,0.0,0.0,27.7208,0.0,0.0,0.0,0.0
1101.0,3.0,25.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0
1102.0,3.0,32.0,0.0,0.0,22.525,1.0,0.0,1.0,0.0
1103.0,3.0,24.0,0.0,0.0,7.05,1.0,0.0,1.0,0.0
1104.0,2.0,17.0,0.0,0.0,73.5,1.0,0.0,1.0,1.0
1105.0,2.0,60.0,1.0,0.0,26.0,0.0,0.0,1.0,1.0
1106.0,3.0,38.0,4.0,2.0,7.775,0.0,0.0,1.0,1.0
1107.0,1.0,42.0,0.0,0.0,42.5,1.0,0.0,1.0,1.0
1108.0,3.0,24.0,0.0,0.0,7.8792,0.0,1.0,0.0,1.0
1109.0,1.0,57.0,1.0,1.0,164.8667,1.0,0.0,1.0,1.0
1110.0,1.0,50.0,1.0,1.0,211.5,0.0,0.0,0.0,0.0
1111.0,3.0,24.0,0.0,0.0,8.05,1.0,0.0,1.0,1.0
1112.0,2.0,30.0,1.0,0.0,13.8583,0.0,0.0,0.0,0.0
1113.0,3.0,21.0,0.0,0.0,8.05,1.0,0.0,1.0,1.0
1114.0,2.0,22.0,0.0,0.0,10.5,0.0,0.0,1.0,0.0
1115.0,3.0,21.0,0.0,0.0,7.7958,1.0,0.0,1.0,1.0
1116.0,1.0,53.0,0.0,0.0,27.4458,0.0,0.0,0.0,0.0
1117.0,3.0,24.0,0.0,2.0,15.2458,0.0,0.0,0.0,0.0
1118.0,3.0,23.0,0.0,0.0,7.7958,1.0,0.0,1.0,1.0
1119.0,3.0,24.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0
1120.0,3.0,40.5,0.0,0.0,15.1,1.0,0.0,1.0,0.0
1121.0,2.0,36.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1122.0,2.0,14.0,0.0,0.0,65.0,1.0,0.0,1.0,1.0
1123.0,1.0,21.0,0.0,0.0,26.55,0.0,0.0,1.0,0.0
1124.0,3.0,21.0,1.0,0.0,6.4958,1.0,0.0,1.0,0.0
1125.0,3.0,24.0,0.0,0.0,7.8792,1.0,1.0,0.0,1.0
1126.0,1.0,39.0,1.0,0.0,71.2833,1.0,0.0,0.0,0.0
1127.0,3.0,20.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0
1128.0,1.0,64.0,1.0,0.0,75.25,1.0,0.0,0.0,0.0
1129.0,3.0,20.0,0.0,0.0,7.225,1.0,0.0,0.0,1.0
1130.0,2.0,18.0,1.0,1.0,13.0,0.0,0.0,1.0,1.0
1131.0,1.0,48.0,1.0,0.0,106.425,0.0,0.0,0.0,1.0
1132.0,1.0,55.0,0.0,0.0,27.7208,0.0,0.0,0.0,1.0
1133.0,2.0,45.0,0.0,2.0,30.0,0.0,0.0,1.0,1.0
1134.0,1.0,45.0,1.0,1.0,134.5,1.0,0.0,0.0,0.0
1135.0,3.0,24.0,0.0,0.0,7.8875,1.0,0.0,1.0,0.0
1136.0,3.0,24.0,1.0,2.0,23.45,1.0,0.0,1.0,1.0
1137.0,1.0,41.0,1.0,0.0,51.8625,1.0,0.0,1.0,1.0
1138.0,2.0,22.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0
1139.0,2.0,42.0,1.0,1.0,32.5,1.0,0.0,1.0,1.0
1140.0,2.0,29.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0
1141.0,3.0,24.0,1.0,0.0,14.4542,0.0,0.0,0.0,1.0
1142.0,2.0,0.92,1.0,2.0,27.75,0.0,0.0,1.0,0.0
1143.0,3.0,20.0,0.0,0.0,7.925,1.0,0.0,1.0,1.0
1144.0,1.0,27.0,1.0,0.0,136.7792,1.0,0.0,0.0,0.0
1145.0,3.0,24.0,0.0,0.0,9.325,1.0,0.0,1.0,0.0
1146.0,3.0,32.5,0.0,0.0,9.5,1.0,0.0,1.0,0.0
1147.0,3.0,24.0,0.0,0.0,7.55,1.0,0.0,1.0,0.0
1148.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,0.0
1149.0,3.0,28.0,0.0,0.0,8.05,1.0,0.0,1.0,1.0
1150.0,2.0,19.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0
1151.0,3.0,21.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0
1152.0,3.0,36.5,1.0,0.0,17.4,1.0,0.0,1.0,0.0
1153.0,3.0,21.0,0.0,0.0,7.8542,1.0,0.0,1.0,1.0
1154.0,2.0,29.0,0.0,2.0,23.0,0.0,0.0,1.0,1.0
1155.0,3.0,1.0,1.0,1.0,12.1833,0.0,0.0,1.0,0.0
1156.0,2.0,30.0,0.0,0.0,12.7375,1.0,0.0,0.0,0.0
1157.0,3.0,24.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0
1158.0,1.0,41.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1159.0,3.0,24.0,0.0,0.0,7.55,1.0,0.0,1.0,0.0
1160.0,3.0,24.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0
1161.0,3.0,17.0,0.0,0.0,8.6625,1.0,0.0,1.0,1.0
1162.0,1.0,46.0,0.0,0.0,75.2417,1.0,0.0,0.0,0.0
1163.0,3.0,24.0,0.0,0.0,7.75,1.0,1.0,0.0,1.0
1164.0,1.0,26.0,1.0,0.0,136.7792,0.0,0.0,0.0,0.0
1165.0,3.0,24.0,1.0,0.0,15.5,0.0,1.0,0.0,0.0
1166.0,3.0,24.0,0.0,0.0,7.225,1.0,0.0,0.0,1.0
1167.0,2.0,20.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0
1168.0,2.0,28.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0
1169.0,2.0,40.0,1.0,0.0,26.0,1.0,0.0,1.0,0.0
1170.0,2.0,30.0,1.0,0.0,21.0,1.0,0.0,1.0,0.0
1171.0,2.0,22.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0
1172.0,3.0,23.0,0.0,0.0,8.6625,0.0,0.0,1.0,1.0
1173.0,3.0,0.75,1.0,1.0,13.775,1.0,0.0,1.0,1.0
1174.0,3.0,24.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0
1175.0,3.0,9.0,1.0,1.0,15.2458,0.0,0.0,0.0,1.0
1176.0,3.0,2.0,1.0,1.0,20.2125,0.0,0.0,1.0,0.0
1177.0,3.0,36.0,0.0,0.0,7.25,1.0,0.0,1.0,0.0
1178.0,3.0,24.0,0.0,0.0,7.25,1.0,0.0,1.0,1.0
1179.0,1.0,24.0,1.0,0.0,82.2667,1.0,0.0,1.0,0.0
1180.0,3.0,24.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0
1181.0,3.0,24.0,0.0,0.0,8.05,1.0,0.0,1.0,1.0
1182.0,1.0,41.0,0.0,0.0,39.6,1.0,0.0,1.0,1.0
1183.0,3.0,30.0,0.0,0.0,6.95,0.0,1.0,0.0,0.0
1184.0,3.0,24.0,0.0,0.0,7.2292,1.0,0.0,0.0,1.0
1185.0,1.0,53.0,1.0,1.0,81.8583,1.0,0.0,1.0,0.0
1186.0,3.0,36.0,0.0,0.0,9.5,1.0,0.0,1.0,0.0
1187.0,3.0,26.0,0.0,0.0,7.8958,1.0,0.0,1.0,0.0
1188.0,2.0,1.0,1.0,2.0,41.5792,0.0,0.0,0.0,0.0
1189.0,3.0,24.0,2.0,0.0,21.6792,1.0,0.0,0.0,1.0
1190.0,1.0,30.0,0.0,0.0,45.5,1.0,0.0,1.0,0.0
1191.0,3.0,29.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0
1192.0,3.0,32.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0
1193.0,2.0,29.0,0.0,0.0,15.0458,1.0,0.0,0.0,0.0
1194.0,2.0,43.0,0.0,1.0,21.0,1.0,0.0,1.0,0.0
1195.0,3.0,24.0,0.0,0.0,8.6625,1.0,0.0,1.0,1.0
1196.0,3.0,24.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0
1197.0,1.0,64.0,1.0,1.0,26.55,0.0,0.0,1.0,1.0
1198.0,1.0,30.0,1.0,2.0,151.55,1.0,0.0,1.0,0.0
1199.0,3.0,0.83,0.0,1.0,9.35,1.0,0.0,1.0,1.0
1200.0,1.0,55.0,1.0,1.0,93.5,1.0,0.0,1.0,0.0
1201.0,3.0,45.0,1.0,0.0,14.1083,0.0,0.0,1.0,0.0
1202.0,3.0,18.0,0.0,0.0,8.6625,1.0,0.0,1.0,0.0
1203.0,3.0,22.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0
1204.0,3.0,24.0,0.0,0.0,7.575,1.0,0.0,1.0,1.0
1205.0,3.0,37.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0
1206.0,1.0,55.0,0.0,0.0,135.6333,0.0,0.0,0.0,1.0
1207.0,3.0,17.0,0.0,0.0,7.7333,0.0,1.0,0.0,1.0
1208.0,1.0,57.0,1.0,0.0,146.5208,1.0,0.0,0.0,0.0
1209.0,2.0,19.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0
1210.0,3.0,27.0,0.0,0.0,7.8542,1.0,0.0,1.0,0.0
1211.0,2.0,22.0,2.0,0.0,31.5,1.0,0.0,1.0,0.0
1212.0,3.0,26.0,0.0,0.0,7.775,1.0,0.0,1.0,0.0
1213.0,3.0,25.0,0.0,0.0,7.2292,1.0,0.0,0.0,0.0
1214.0,2.0,26.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0
1215.0,1.0,33.0,0.0,0.0,26.55,1.0,0.0,1.0,1.0
1216.0,1.0,39.0,0.0,0.0,211.3375,0.0,0.0,1.0,0.0
1217.0,3.0,23.0,0.0,0.0,7.05,1.0,0.0,1.0,1.0
1218.0,2.0,12.0,2.0,1.0,39.0,0.0,0.0,1.0,1.0
1219.0,1.0,46.0,0.0,0.0,79.2,1.0,0.0,0.0,0.0
1220.0,2.0,29.0,1.0,0.0,26.0,1.0,0.0,1.0,0.0
1221.0,2.0,21.0,0.0,0.0,13.0,1.0,0.0,1.0,1.0
1222.0,2.0,48.0,0.0,2.0,36.75,0.0,0.0,1.0,1.0
1223.0,1.0,39.0,0.0,0.0,29.7,1.0,0.0,0.0,0.0
1224.0,3.0,24.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0
1225.0,3.0,19.0,1.0,1.0,15.7417,0.0,0.0,0.0,0.0
1226.0,3.0,27.0,0.0,0.0,7.8958,1.0,0.0,1.0,1.0
1227.0,1.0,30.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0
1228.0,2.0,32.0,0.0,0.0,13.0,1.0,0.0,1.0,0.0
1229.0,3.0,39.0,0.0,2.0,7.2292,1.0,0.0,0.0,0.0
1230.0,2.0,25.0,0.0,0.0,31.5,1.0,0.0,1.0,0.0
